,Rank,Points,Player_1_Name,Player_2_Name,Player_3_Name,Player_4_Name,Player_5_Name,Player_6_Name,Player_7_Name,Player_8_Name,Player_9_Name,Player_10_Name,Player_1_Position_Rostered,Player_2_Position_Rostered,Player_3_Position_Rostered,Player_4_Position_Rostered,Player_5_Position_Rostered,Player_6_Position_Rostered,Player_7_Position_Rostered,Player_8_Position_Rostered,Player_9_Position_Rostered,Player_10_Position_Rostered,Player_1_Salary,Player_2_Salary,Player_3_Salary,Player_4_Salary,Player_5_Salary,Player_6_Salary,Player_7_Salary,Player_8_Salary,Player_9_Salary,Player_10_Salary,Player_1_Team,Player_2_Team,Player_3_Team,Player_4_Team,Player_5_Team,Player_6_Team,Player_7_Team,Player_8_Team,Player_9_Team,Player_10_Team,Main_Stack,Secondary_Stack,Tertiary_Stack,Main_Stack_Length,Secondary_Stack_Length,Tertiary_Stack_Length
nawlinsaaints,259,70.45,Alex Wood,Luis Patino,Byron Buxton,Matt Olson,Austin Riley,Mark Canha,Marcell Ozuna,Luis Arraez,Gary Sanchez,Mauricio Dubon,P,P,OF,1B,3B,OF,OF,2B,C,SS,9200,7800,5900,5400,4800,4200,3800,3600,2800,2200,SF,TB,MIN,ATL,ATL,NYM,ATL,MIN,MIN,SF,MIN,ATL,,3,3,
wongusjack,260,70.2,Luis Patino,Michael Lorenzen,Bryce Harper,Nick Castellanos,Kyle Schwarber,Jared Walsh,Didi Gregorius,Luis Arraez,Gio Urshela,Manny Pina,P,P,OF,OF,OF,1B,SS,2B,3B,C,7800,6700,6200,5600,5300,4700,3700,3600,3200,2600,TB,LAA,PHI,PHI,PHI,LAA,PHI,MIN,MIN,ATL,PHI,MIN,,4,2,
hafftime,261,69.95,Luis Patino,Nick Martinez,Bryce Harper,Wander Franco,Kyle Schwarber,Manny Machado,Ji-Man Choi,Max Kepler,Luis Arraez,Francisco Mejia,P,P,OF,SS,OF,3B,1B,OF,2B,C,7800,5900,6200,5300,5300,4900,4000,3700,3600,3200,TB,SD,PHI,TB,PHI,SD,TB,MIN,MIN,TB,TB,MIN,PHI,3,2,2
mohawk86,261,69.95,Luis Patino,Dylan Bundy,Shohei Ohtani,Byron Buxton,Carlos Correa,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Cal Raleigh,P,P,1B,OF,SS,2B,3B,OF,OF,C,7800,5600,6000,5900,5100,4800,4800,4100,3800,2100,TB,MIN,LAA,MIN,MIN,ATL,ATL,ATL,ATL,SEA,ATL,MIN,,4,2,
CamIsMoney,263,69.9,Alex Wood,Huascar Ynoa,Bryce Harper,Kyle Schwarber,J.T. Realmuto,Didi Gregorius,Alec Bohm,Tony Kemp,Josh Lowe,Billy McKinney,P,P,OF,OF,C,SS,3B,2B,OF,1B,9200,8600,6200,5300,4600,3700,3700,3300,2800,2400,SF,ATL,PHI,PHI,PHI,PHI,PHI,OAK,TB,OAK,PHI,OAK,,5,2,
datdudewhomakesu,264,69.55,Alek Manoah,Nick Martinez,Shohei Ohtani,Brandon Lowe,Kyle Schwarber,Austin Riley,Adam Duvall,Josh Lowe,Manny Pina,Orlando Arcia,P,P,1B,2B,OF,3B,OF,OF,C,SS,10200,5900,6000,5400,5300,4800,4100,2800,2600,2500,TOR,SD,LAA,TB,PHI,ATL,ATL,TB,ATL,ATL,ATL,TB,,4,2,
kglav91,264,69.55,Alek Manoah,Nick Martinez,Wander Franco,Jesse Winker,Mitch Haniger,Ty France,Yandy Diaz,Adam Frazier,Francisco Mejia,Josh Lowe,P,P,SS,OF,OF,1B,3B,2B,C,OF,10200,5900,5300,5000,4600,4500,4500,4000,3200,2800,TOR,SD,TB,SEA,SEA,SEA,TB,SEA,TB,TB,TB,SEA,,4,4,
WavelandAveGuy,266,69.4,Huascar Ynoa,Dylan Bundy,Byron Buxton,Matt Olson,Ozzie Albies,Austin Riley,Francisco Lindor,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,OF,1B,2B,3B,SS,OF,C,OF,8600,5600,5900,5400,4800,4800,4600,3800,3200,2800,ATL,MIN,MIN,ATL,ATL,ATL,NYM,ATL,TB,TB,ATL,TB,,4,2,
PooParticles,267,69.05,Huascar Ynoa,Elieser Hernandez,Jazz Chisholm Jr.,Austin Riley,J.T. Realmuto,Jesus Sanchez,Jorge Soler,Joey Wendle,Alec Bohm,Wil Myers,P,P,SS,3B,C,OF,OF,2B,1B,OF,8600,7500,5000,4800,4600,4200,4100,3800,3700,3100,ATL,MIA,MIA,ATL,PHI,MIA,MIA,MIA,PHI,SD,MIA,PHI,,4,2,
woodson20,268,68.95,Luis Patino,Dylan Bundy,Shohei Ohtani,Brandon Lowe,Wander Franco,Austin Riley,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Francisco Mejia,P,P,OF,2B,SS,3B,OF,1B,OF,C,7800,5600,6000,5400,5300,4800,4100,4000,3800,3200,TB,MIN,LAA,TB,TB,ATL,ATL,TB,ATL,TB,TB,ATL,,4,3,
lmatto,268,68.95,Luis Patino,Nick Martinez,Juan Soto,Brandon Lowe,Wander Franco,Kyle Schwarber,Rhys Hoskins,Alec Bohm,Josh Lowe,Zack Collins,P,P,OF,2B,SS,OF,1B,3B,OF,C,7800,5900,5700,5400,5300,5300,5200,3700,2800,2300,TB,SD,WAS,TB,TB,PHI,PHI,PHI,TB,TOR,TB,PHI,,3,3,
theriot326,270,68.9,Alek Manoah,Ranger Suarez,Jazz Chisholm Jr.,Jesus Aguilar,Jesus Sanchez,Dansby Swanson,Adam Duvall,Jorge Soler,Joey Bart,Bryson Stott,P,P,2B,1B,OF,SS,OF,OF,C,3B,10200,8900,5000,4200,4200,4200,4100,4100,2500,2100,TOR,PHI,MIA,MIA,MIA,ATL,ATL,MIA,SF,PHI,MIA,ATL,,4,2,
jbmeylor,270,68.9,Alex Wood,Huascar Ynoa,Byron Buxton,Carlos Correa,Jared Walsh,Lourdes Gurriel Jr.,Luis Arraez,Joc Pederson,Gio Urshela,Gary Sanchez,P,P,OF,SS,1B,OF,2B,OF,3B,C,9200,8600,5900,5100,4700,3600,3600,3200,3200,2800,SF,ATL,MIN,MIN,LAA,TOR,MIN,SF,MIN,MIN,MIN,,,5,,
Smoevk27,272,68.7,Ranger Suarez,Michael Lorenzen,Bryce Harper,Kyle Schwarber,Ozzie Albies,Jared Walsh,Mitch Haniger,Luis Arraez,Thairo Estrada,Joey Bart,P,P,OF,OF,2B,1B,OF,3B,SS,C,8900,6700,6200,5300,4800,4700,4600,3600,2600,2500,PHI,LAA,PHI,PHI,ATL,LAA,SEA,MIN,SF,SF,SF,PHI,,2,2,
mjc08bc,273,68.65,Ranger Suarez,Jameson Taillon,Byron Buxton,Carlos Correa,Ozzie Albies,Adam Duvall,Marcell Ozuna,Alex Kirilloff,Gio Urshela,Gary Sanchez,P,P,OF,SS,2B,OF,OF,1B,3B,C,8900,8000,5900,5100,4800,4100,3800,3400,3200,2800,PHI,NYY,MIN,MIN,ATL,ATL,ATL,MIN,MIN,MIN,MIN,ATL,,5,3,
jeyster2,274,68.45,Alex Wood,Luis Patino,Vladimir Guerrero Jr.,Wander Franco,Teoscar Hernandez,Yandy Diaz,Lourdes Gurriel Jr.,Francisco Mejia,Josh Lowe,Santiago Espinal,P,P,1B,SS,OF,3B,OF,C,OF,2B,9200,7800,6100,5300,4700,4500,3600,3200,2800,2400,SF,TB,TOR,TB,TOR,TB,TOR,TB,TB,TOR,TB,TOR,,4,4,
divide8by10,275,68.4,Huascar Ynoa,Nick Martinez,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Joey Gallo,Adam Duvall,Marcell Ozuna,Gary Sanchez,P,P,1B,SS,2B,3B,OF,OF,OF,C,8600,5900,5400,5300,4800,4800,4500,4100,3800,2800,ATL,SD,ATL,TB,ATL,ATL,NYY,ATL,ATL,MIN,ATL,,,5,,
seanfol72,275,68.4,Huascar Ynoa,Dylan Bundy,Bryce Harper,Kyle Schwarber,Ozzie Albies,Austin Riley,J.T. Realmuto,Marcell Ozuna,Alec Bohm,Taylor Walls,P,P,OF,OF,2B,3B,C,OF,1B,SS,8600,5600,6200,5300,4800,4800,4600,3800,3700,2400,ATL,MIN,PHI,PHI,ATL,ATL,PHI,ATL,PHI,TB,PHI,ATL,,4,3,
Black-eyed_God,277,67.95,Luis Patino,Nick Martinez,Shohei Ohtani,Matt Olson,Ozzie Albies,Francisco Lindor,J.T. Realmuto,Anthony Rendon,Marcell Ozuna,Jose Rojas,P,P,OF,1B,2B,SS,C,3B,OF,OF,7800,5900,6000,5400,4800,4600,4600,4300,3800,2600,TB,SD,LAA,ATL,ATL,NYM,PHI,LAA,ATL,LAA,LAA,ATL,,3,3,
souelle2,278,67.9,Alex Wood,Huascar Ynoa,Ozzie Albies,Austin Riley,J.T. Realmuto,Eduardo Escobar,Marcell Ozuna,Didi Gregorius,Lourdes Gurriel Jr.,Josh Lowe,P,P,2B,3B,C,1B,OF,SS,OF,OF,9200,8600,4800,4800,4600,4100,3800,3700,3600,2800,SF,ATL,ATL,ATL,PHI,NYM,ATL,PHI,TOR,TB,ATL,PHI,,3,2,
davidnathanrubin,279,67.55,Alek Manoah,Nick Martinez,Jesse Winker,Ozzie Albies,Mitch Haniger,Ty France,Dansby Swanson,Eugenio Suarez,Marcell Ozuna,Manny Pina,P,P,OF,2B,OF,1B,SS,3B,OF,C,10200,5900,5000,4800,4600,4500,4200,4200,3800,2600,TOR,SD,SEA,ATL,SEA,SEA,ATL,SEA,ATL,ATL,ATL,SEA,,4,4,
BenUpton,280,67.45,Alek Manoah,Chris Flexen,Brandon Crawford,Mitch Haniger,Ty France,Eugenio Suarez,Abraham Toro,Joc Pederson,Joey Bart,Julio Rodriguez,P,P,SS,OF,1B,3B,2B,OF,C,OF,10200,9600,5200,4600,4500,4200,3900,3200,2500,2000,TOR,SEA,SF,SEA,SEA,SEA,SEA,SF,SF,SEA,SEA,SF,,5,3,
Kloso11,281,67.4,Huascar Ynoa,Nick Martinez,Bryce Harper,Nick Castellanos,Kyle Schwarber,J.T. Realmuto,Anthony Rendon,Didi Gregorius,Tony Kemp,Billy McKinney,P,P,OF,OF,OF,C,3B,SS,2B,1B,8600,5900,6200,5600,5300,4600,4300,3700,3300,2400,ATL,SD,PHI,PHI,PHI,PHI,LAA,PHI,OAK,OAK,PHI,OAK,,5,2,
Jimbobwae42,281,67.4,Huascar Ynoa,Dylan Bundy,Byron Buxton,Matt Olson,Ozzie Albies,Francisco Lindor,Anthony Rendon,Jorge Soler,Marcell Ozuna,Gary Sanchez,P,P,OF,1B,2B,SS,3B,OF,OF,C,8600,5600,5900,5400,4800,4600,4300,4100,3800,2800,ATL,MIN,MIN,ATL,ATL,NYM,LAA,MIA,ATL,MIN,ATL,MIN,,3,2,
MVS13,283,66.95,Luis Patino,Dylan Bundy,Bryce Harper,Shohei Ohtani,Ozzie Albies,Austin Riley,J.T. Realmuto,Dansby Swanson,Marcell Ozuna,Julio Rodriguez,P,P,OF,1B,2B,3B,C,SS,OF,OF,7800,5600,6200,6000,4800,4800,4600,4200,3800,2000,TB,MIN,PHI,LAA,ATL,ATL,PHI,ATL,ATL,SEA,ATL,PHI,,4,2,
kraner61,283,66.95,Luis Patino,Dylan Bundy,Byron Buxton,Brandon Lowe,Carlos Correa,Austin Riley,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Francisco Mejia,P,P,OF,2B,SS,3B,OF,1B,OF,C,7800,5600,5900,5400,5100,4800,4100,4000,3800,3200,TB,MIN,MIN,TB,MIN,ATL,ATL,TB,ATL,TB,TB,ATL,MIN,3,3,2
tristan214,283,66.95,Luis Patino,Nick Martinez,Shohei Ohtani,Brandon Lowe,Wander Franco,Mitch Haniger,Anthony Rendon,Ji-Man Choi,Max Stassi,Josh Lowe,P,P,OF,2B,SS,OF,3B,1B,C,OF,7800,5900,6000,5400,5300,4600,4300,4000,3700,2800,TB,SD,LAA,TB,TB,SEA,LAA,TB,LAA,TB,TB,LAA,,4,3,
silkyjohnson411,286,66.6,Huascar Ynoa,Jameson Taillon,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Francisco Mejia,Julio Rodriguez,P,P,1B,SS,2B,3B,OF,OF,C,OF,8600,8000,5400,5300,4800,4800,4100,3800,3200,2000,ATL,NYY,ATL,TB,ATL,ATL,ATL,ATL,TB,SEA,ATL,TB,,5,2,
Orochi,286,66.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Dansby Swanson,Adam Duvall,Marcell Ozuna,Gary Sanchez,P,P,OF,2B,3B,1B,SS,OF,OF,C,9200,5600,6000,4800,4800,4700,4200,4100,3800,2800,SF,MIN,LAA,ATL,ATL,LAA,ATL,ATL,ATL,MIN,ATL,LAA,,5,2,
medicine,286,66.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Dansby Swanson,Adam Duvall,Marcell Ozuna,Gary Sanchez,P,P,OF,2B,3B,1B,SS,OF,OF,C,9200,5600,6000,4800,4800,4700,4200,4100,3800,2800,SF,MIN,LAA,ATL,ATL,LAA,ATL,ATL,ATL,MIN,ATL,LAA,,5,2,
Moose5454,286,66.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Dansby Swanson,Adam Duvall,Marcell Ozuna,Gary Sanchez,P,P,OF,2B,3B,1B,SS,OF,OF,C,9200,5600,6000,4800,4800,4700,4200,4100,3800,2800,SF,MIN,LAA,ATL,ATL,LAA,ATL,ATL,ATL,MIN,ATL,LAA,,5,2,
Bwhits05,286,66.6,Huascar Ynoa,Jameson Taillon,Byron Buxton,Jazz Chisholm Jr.,Francisco Lindor,Eduardo Escobar,Ji-Man Choi,Marcell Ozuna,Manuel Margot,Tres Barrera,P,P,OF,2B,SS,3B,1B,OF,OF,C,8600,8000,5900,5000,4600,4100,4000,3800,3300,2600,ATL,NYY,MIN,MIA,NYM,NYM,TB,ATL,TB,WAS,TB,NYM,,2,2,
kmelfe,286,66.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Dansby Swanson,Adam Duvall,Marcell Ozuna,Gary Sanchez,P,P,OF,2B,3B,1B,SS,OF,OF,C,9200,5600,6000,4800,4800,4700,4200,4100,3800,2800,SF,MIN,LAA,ATL,ATL,LAA,ATL,ATL,ATL,MIN,ATL,LAA,,5,2,
mgateris22,292,66.55,Alek Manoah,Nick Martinez,Giancarlo Stanton,Teoscar Hernandez,Francisco Lindor,Anthony Rendon,Jesus Aguilar,Jorge Soler,Joey Wendle,Manny Pina,P,P,OF,OF,SS,3B,1B,OF,2B,C,10200,5900,5200,4700,4600,4300,4200,4100,3800,2600,TOR,SD,NYY,TOR,NYM,LAA,MIA,MIA,MIA,ATL,MIA,,,3,,
Keithcb2000,293,66.45,Alex Wood,Luis Patino,Vladimir Guerrero Jr.,Kyle Schwarber,George Springer,Teoscar Hernandez,Didi Gregorius,David Fletcher,Manny Pina,Taylor Walls,P,P,1B,OF,OF,OF,SS,2B,C,3B,9200,7800,6100,5300,5100,4700,3700,3100,2600,2400,SF,TB,TOR,PHI,TOR,TOR,PHI,LAA,ATL,TB,TOR,PHI,,3,2,
Giant_Johnny,293,66.45,Ranger Suarez,Nick Martinez,Wander Franco,Kyle Schwarber,Ozzie Albies,Austin Riley,Jared Walsh,J.T. Realmuto,Max Kepler,Julio Rodriguez,P,P,SS,OF,2B,3B,1B,C,OF,OF,8900,5900,5300,5300,4800,4800,4700,4600,3700,2000,PHI,SD,TB,PHI,ATL,ATL,LAA,PHI,MIN,SEA,ATL,PHI,,2,2,
Ilkinsan2,295,66.4,Alek Manoah,Luis Patino,Brandon Lowe,Wander Franco,Teoscar Hernandez,Ji-Man Choi,Matt Chapman,Alejandro Kirk,Josh Lowe,Brett Phillips,P,P,2B,SS,OF,1B,3B,C,OF,OF,10200,7800,5400,5300,4700,4000,4000,3100,2800,2600,TOR,TB,TB,TB,TOR,TB,TOR,TOR,TB,TB,TB,TOR,,5,3,
austinyergin1,295,66.4,Huascar Ynoa,Dylan Bundy,Byron Buxton,Matt Olson,Carlos Correa,Ozzie Albies,Austin Riley,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,OF,1B,SS,2B,3B,OF,C,OF,8600,5600,5900,5400,5100,4800,4800,3800,3200,2800,ATL,MIN,MIN,ATL,MIN,ATL,ATL,ATL,TB,TB,ATL,MIN,TB,4,2,2
beaubreland,297,65.95,Luis Patino,Nick Martinez,Shohei Ohtani,Byron Buxton,Carlos Correa,Ozzie Albies,Austin Riley,Adam Duvall,Gary Sanchez,Josh Lowe,P,P,1B,OF,SS,2B,3B,OF,C,OF,7800,5900,6000,5900,5100,4800,4800,4100,2800,2800,TB,SD,LAA,MIN,MIN,ATL,ATL,ATL,MIN,TB,ATL,MIN,,3,3,
sadskinsfandk,297,65.95,Luis Patino,Dylan Bundy,Shohei Ohtani,Juan Soto,Ozzie Albies,Austin Riley,Jared Walsh,Marcell Ozuna,Max Stassi,Orlando Arcia,P,P,OF,OF,2B,3B,1B,OF,C,SS,7800,5600,6000,5700,4800,4800,4700,3800,3700,2500,TB,MIN,LAA,WAS,ATL,ATL,LAA,ATL,LAA,ATL,ATL,LAA,,4,3,
BigDAWG-77,299,65.85,Alek Manoah,Huascar Ynoa,Brandon Lowe,Wander Franco,Austin Riley,Teoscar Hernandez,Francisco Mejia,Josh Lowe,Brett Phillips,Billy McKinney,P,P,2B,SS,3B,OF,C,OF,OF,1B,10200,8600,5400,5300,4800,4700,3200,2800,2600,2400,TOR,ATL,TB,TB,ATL,TOR,TB,TB,TB,OAK,TB,,,5,,
convict515,300,65.75,Elieser Hernandez,Dylan Bundy,Bryce Harper,Vladimir Guerrero Jr.,Wander Franco,Ozzie Albies,Austin Riley,Keibert Ruiz,Joc Pederson,Josh Lowe,P,P,OF,1B,SS,2B,3B,C,OF,OF,7500,5600,6200,6100,5300,4800,4800,3200,3200,2800,MIA,MIN,PHI,TOR,TB,ATL,ATL,WAS,SF,TB,TB,ATL,,2,2,
mhesters,301,65.7,Ranger Suarez,Michael Lorenzen,Brandon Belt,Kyle Schwarber,Brandon Crawford,Austin Riley,Mike Yastrzemski,Marcell Ozuna,Alejandro Kirk,Thairo Estrada,P,P,1B,OF,SS,3B,OF,OF,C,2B,8900,6700,5500,5300,5200,4800,3800,3800,3100,2600,PHI,LAA,SF,PHI,SF,ATL,SF,ATL,TOR,SF,SF,ATL,,4,2,
totoroll33,302,65.45,Ranger Suarez,Dylan Bundy,Shohei Ohtani,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Marcell Ozuna,Gary Sanchez,Jose Rojas,P,P,OF,1B,SS,2B,3B,OF,C,OF,8900,5600,6000,5400,5300,4800,4800,3800,2800,2600,PHI,MIN,LAA,ATL,TB,ATL,ATL,ATL,MIN,LAA,ATL,LAA,,4,2,
dave416,303,65.4,Huascar Ynoa,Nick Martinez,Shohei Ohtani,Nick Castellanos,Austin Riley,J.T. Realmuto,Dansby Swanson,Adam Duvall,Marcell Ozuna,Tyler Wade,P,P,1B,OF,3B,C,SS,OF,OF,2B,8600,5900,6000,5600,4800,4600,4200,4100,3800,2300,ATL,SD,LAA,PHI,ATL,PHI,ATL,ATL,ATL,LAA,ATL,LAA,PHI,4,2,2
MY-BAD-BRO,304,65.25,Ranger Suarez,Paul Blackburn,Vladimir Guerrero Jr.,Bo Bichette,Kyle Schwarber,Austin Riley,J.T. Realmuto,Marcell Ozuna,Tony Kemp,Billy McKinney,P,P,1B,SS,OF,3B,C,OF,2B,OF,8900,5200,6100,5400,5300,4800,4600,3800,3300,2400,PHI,OAK,TOR,TOR,PHI,ATL,PHI,ATL,OAK,OAK,ATL,PHI,OAK,2,2,2
PickettsPicks,305,65.1,Nick Martinez,Dylan Bundy,Vladimir Guerrero Jr.,Shohei Ohtani,Bo Bichette,Ozzie Albies,Adam Duvall,Matt Chapman,Marcell Ozuna,Zack Collins,P,P,1B,OF,SS,2B,OF,3B,OF,C,5900,5600,6100,6000,5400,4800,4100,4000,3800,2300,SD,MIN,TOR,LAA,TOR,ATL,ATL,TOR,ATL,TOR,TOR,ATL,,4,3,
Sprayy99,306,64.85,Alek Manoah,Huascar Ynoa,Brandon Lowe,Wander Franco,Yandy Diaz,Jorge Soler,Ji-Man Choi,Alejandro Kirk,Josh Lowe,Julio Rodriguez,P,P,2B,SS,3B,OF,1B,C,OF,OF,10200,8600,5400,5300,4500,4100,4000,3100,2800,2000,TOR,ATL,TB,TB,TB,MIA,TB,TOR,TB,SEA,TB,,,5,,
e4e5nf3nc6,307,64.8,Chris Flexen,Paul Blackburn,Shohei Ohtani,Wander Franco,Jazz Chisholm Jr.,Anthony Rendon,Jorge Soler,Marcell Ozuna,Garrett Cooper,Jacob Stallings,P,P,1B,SS,2B,3B,OF,OF,OF,C,9600,5200,6000,5300,5000,4300,4100,3800,3600,3000,SEA,OAK,LAA,TB,MIA,LAA,MIA,ATL,MIA,MIA,MIA,LAA,,4,2,
womp13,308,64.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,P,P,1B,2B,3B,SS,OF,OF,OF,C,9200,5600,6000,4800,4800,4200,4100,4100,3800,2800,SF,MIN,LAA,ATL,ATL,ATL,ATL,MIA,ATL,MIN,ATL,,,5,,
sotnohc,308,64.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,P,P,1B,2B,3B,SS,OF,OF,OF,C,9200,5600,6000,4800,4800,4200,4100,4100,3800,2800,SF,MIN,LAA,ATL,ATL,ATL,ATL,MIA,ATL,MIN,ATL,,,5,,
stambizzle,308,64.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,P,P,1B,2B,3B,SS,OF,OF,OF,C,9200,5600,6000,4800,4800,4200,4100,4100,3800,2800,SF,MIN,LAA,ATL,ATL,ATL,ATL,MIA,ATL,MIN,ATL,,,5,,
choicecakes,308,64.6,Alex Wood,Nick Martinez,Aaron Judge,Bo Bichette,Giancarlo Stanton,Anthony Rizzo,Joey Gallo,Matt Chapman,Santiago Espinal,Zack Collins,P,P,OF,SS,OF,1B,OF,3B,2B,C,9200,5900,5800,5400,5200,5000,4500,4000,2400,2300,SF,SD,NYY,TOR,NYY,NYY,NYY,TOR,TOR,TOR,TOR,NYY,,4,4,
BrettW22,308,64.6,Alex Wood,Nick Martinez,Vladimir Guerrero Jr.,Brandon Lowe,Wander Franco,Teoscar Hernandez,Abraham Toro,Lourdes Gurriel Jr.,Alejandro Kirk,Josh Lowe,P,P,1B,2B,SS,OF,3B,OF,C,OF,9200,5900,6100,5400,5300,4700,3900,3600,3100,2800,SF,SD,TOR,TB,TB,TOR,SEA,TOR,TOR,TB,TOR,TB,,4,3,
bama36608,308,64.6,Alex Wood,Dylan Bundy,Shohei Ohtani,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,P,P,1B,2B,3B,SS,OF,OF,OF,C,9200,5600,6000,4800,4800,4200,4100,4100,3800,2800,SF,MIN,LAA,ATL,ATL,ATL,ATL,MIA,ATL,MIN,ATL,,,5,,
melliadisj,314,64.4,Huascar Ynoa,Nick Martinez,Shohei Ohtani,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Marcell Ozuna,Josh Lowe,Manny Pina,P,P,OF,1B,SS,2B,3B,OF,OF,C,8600,5900,6000,5400,5300,4800,4800,3800,2800,2600,ATL,SD,LAA,ATL,TB,ATL,ATL,ATL,TB,ATL,ATL,TB,,5,2,
cmoney4141,314,64.4,Huascar Ynoa,Nick Martinez,Shohei Ohtani,Aaron Judge,Wander Franco,Pete Alonso,Ozzie Albies,Gio Urshela,Gary Sanchez,Billy McKinney,P,P,OF,OF,SS,1B,2B,3B,C,OF,8600,5900,6000,5800,5300,4800,4800,3200,2800,2400,ATL,SD,LAA,NYY,TB,NYM,ATL,MIN,MIN,OAK,MIN,,,2,,
xeqtr1,316,64.25,Huascar Ynoa,Luis Patino,Kyle Schwarber,Carlos Correa,Jorge Polanco,J.T. Realmuto,Ji-Man Choi,Luis Arraez,Joc Pederson,Josh Lowe,P,P,OF,SS,2B,C,1B,3B,OF,OF,8600,7800,5300,5100,4900,4600,4000,3600,3200,2800,ATL,TB,PHI,MIN,MIN,PHI,TB,MIN,SF,TB,MIN,TB,PHI,3,2,2
mongo326,317,64.2,Luis Patino,Michael Lorenzen,Bo Bichette,Matt Olson,Ozzie Albies,Austin Riley,Teoscar Hernandez,Adam Duvall,Marcell Ozuna,Zack Collins,P,P,SS,1B,2B,3B,OF,OF,OF,C,7800,6700,5400,5400,4800,4800,4700,4100,3800,2300,TB,LAA,TOR,ATL,ATL,ATL,TOR,ATL,ATL,TOR,ATL,TOR,,5,3,
Talapia69,318,63.95,Alex Wood,Ranger Suarez,Brandon Belt,Ozzie Albies,Austin Riley,Mike Yastrzemski,Marcell Ozuna,Joc Pederson,Thairo Estrada,Joey Bart,P,P,1B,2B,3B,OF,OF,OF,SS,C,9200,8900,5500,4800,4800,3800,3800,3200,2600,2500,SF,PHI,SF,ATL,ATL,SF,ATL,SF,SF,SF,SF,ATL,,5,3,
jntmless,319,63.4,Huascar Ynoa,Dylan Bundy,Juan Soto,Matt Olson,Ozzie Albies,Francisco Lindor,Anthony Rendon,Brandon Nimmo,Marcell Ozuna,Francisco Mejia,P,P,OF,1B,2B,SS,3B,OF,OF,C,8600,5600,5700,5400,4800,4600,4300,4000,3800,3200,ATL,MIN,WAS,ATL,ATL,NYM,LAA,NYM,ATL,TB,ATL,NYM,,3,2,
dacoltz,320,63.05,Huascar Ynoa,Elieser Hernandez,Bo Bichette,George Springer,Jazz Chisholm Jr.,Jesus Sanchez,Jorge Soler,Garrett Cooper,Brian Anderson,Alejandro Kirk,P,P,SS,OF,2B,OF,OF,1B,3B,C,8600,7500,5400,5100,5000,4200,4100,3600,3300,3100,ATL,MIA,TOR,TOR,MIA,MIA,MIA,MIA,MIA,TOR,MIA,TOR,,5,3,
thepickler,321,62.949997,Luis Patino,Nick Martinez,Bryce Harper,Kyle Schwarber,Pete Alonso,Ozzie Albies,Francisco Lindor,J.T. Realmuto,Alec Bohm,Matt Vierling,P,P,OF,OF,1B,2B,SS,C,3B,OF,7800,5900,6200,5300,4800,4800,4600,4600,3700,2300,TB,SD,PHI,PHI,NYM,ATL,NYM,PHI,PHI,PHI,PHI,NYM,,5,2,
skins2146,321,62.949997,Luis Patino,Dylan Bundy,Brandon Lowe,Matt Olson,Wander Franco,Kyle Schwarber,Austin Riley,J.T. Realmuto,Kevin Kiermaier,Josh Lowe,P,P,2B,1B,SS,OF,3B,C,OF,OF,7800,5600,5400,5400,5300,5300,4800,4600,3000,2800,TB,MIN,TB,ATL,TB,PHI,ATL,PHI,TB,TB,TB,ATL,PHI,4,2,2
frquis,323,62.75,Elieser Hernandez,Nick Martinez,Bo Bichette,Ozzie Albies,Austin Riley,J.T. Realmuto,Mitch Haniger,Ty France,Adam Duvall,Marcell Ozuna,P,P,SS,2B,3B,C,OF,1B,OF,OF,7500,5900,5400,4800,4800,4600,4600,4500,4100,3800,MIA,SD,TOR,ATL,ATL,PHI,SEA,SEA,ATL,ATL,ATL,SEA,,4,2,
